"University Of Wisconsin Madison","Cancer Biology","PhD (F15)","Rejected"," E-mail","4 Feb 2015","","","","","","A","4 Feb 2015",""
"University Of Wisconsin Madison","Cancer Biology","PhD (F15)","Rejected"," E-mail","4 Feb 2015","","","","","","I","4 Feb 2015","Generic email..."
"Washington University In St. Louis","Biology And Biomedical Sciences","PhD (F15)","Rejected"," E-mail","4 Feb 2015"," ","159","161","4.00","","U","4 Feb 2015",""
"Duke-NUS","Integrated Biology And Biomedicine","PhD (F15)","Interview"," E-mail","3 Feb 2015","  3.95","162","168","4.50","","U","4 Feb 2015",""
"UW-Madison","Cellular And Molecular Biology","PhD (F15)","Accepted"," E-mail","3 Feb 2015","","","","","","U","4 Feb 2015",""
"University Of Maryland","Molecular And Cellular Biology (MOCB)","PhD (F15)","Interview"," E-mail","4 Feb 2015","  3.75","159","153","4.00","","I","4 Feb 2015","Skype interview for next week. TOEFL 118"
"Rockefeller/Sloan Kettering/Weill","Tri-Institutional Program In Chemical Biology (TPCB)","PhD (F15)","Accepted"," Phone","4 Feb 2015","  3.73","170","167","5.00","550","A","4 Feb 2015",""
"Stanford University","Biosciences (Stem Cell Biology And Regenerative Medicine)","PhD (F15)","Rejected"," Postal Service","4 Feb 2015","","","","","","A","4 Feb 2015","Postmarked 1/26/15. Email should have been sufficient."
"U W Madison","Cellular And Molecular Biology","PhD (F15)","Accepted"," E-mail","3 Feb 2015","  3.60","162","162","4.50","","O","3 Feb 2015","American citizen; studied in India."
"University Of Cincinnati","Systems Biology & Physiology","PhD (F15)","Interview"," E-mail","3 Feb 2015","  2.90","159","159","4.00","","A","3 Feb 2015","Invited for recruitment weekend and informal interviews."
"University Of Utah","Molecular Biology Program","PhD (F15)","Accepted"," Phone","29 Jan 2015","","","","","","A","3 Feb 2015","$26,000 RA, $1,000 relocation assistance, tuition waiver, and healthcare! Beautiful city / campus"
"University Of Illinois At Urbana","Molecular And Celullar Biology (MCB)","PhD (F15)","Accepted"," E-mail","2 Feb 2015","","","","","","I","2 Feb 2015","Awesome!!! great program. 4 first-author paper and several other as a co-author."
"Johns Hopkins Bloomberg School Of Public Health","Biochemistry And Molecular Biology","PhD (F15)","Rejected"," Website","30 Jan 2015","  3.16","168","162","5.00","510","A","2 Feb 2015","Logged into website to check status and found generic letter."
"Gerstner Sloan Kettering","Cancer Biology","PhD (F15)","Accepted"," E-mail","2 Feb 2015","","","","","","I","2 Feb 2015","Interviewed two weeks ago in New York, my interviews went well but you never know, so I was holding my breath till now. This is one of my top choices so I'm absolutely over the moon."
"Georgetown University","Biochemistry And Molecular Biology","PhD (F15)","Rejected"," Website","2 Feb 2015","  3.40","156","155","3.50","","A","2 Feb 2015","I received an email telling me to check the website."
"Georgetown University","Biochemistry And Molecular Biology","PhD (F15)","Rejected"," E-mail","2 Feb 2015","","","","","","A","2 Feb 2015",""
"Princeton University","Molecular Biology","PhD (F15)","Interview"," E-mail","1 Feb 2015","","","","","","I","2 Feb 2015",""
"Case Western Riverse","STructural Biology And Biophysics","PhD (F15)","Interview"," E-mail","2 Feb 2015"," ","161","157","3.00","","I","2 Feb 2015",""
"University Of Miami","Biology","PhD (F14)","Accepted"," E-mail","1 Feb 2015","","","","","","A","1 Feb 2015",""
"UChicago","Development, Regeneration, And Stem Cell Biology","PhD (F15)","Accepted"," E-mail","1 Feb 2015","","","","","","A","1 Feb 2015",""
"University Of Chicago","Committee On Evolutionary Biology","PhD (F15)","Rejected"," E-mail","30 Jan 2015","","","","","","A","1 Feb 2015","Notification to check portal"
"University Of Southern California (USC)","Computational Biology And Bioinformatics","PhD (F15)","Interview"," Other","28 Jan 2015","","","","","","I","1 Feb 2015",""
"Northeastern University","Ecology, Evolution, And Marine Biology","PhD (F15)","Interview"," E-mail","20 Jan 2015","  3.50","170","167","4.50","","A","1 Feb 2015","invited to recruitment/interview, 2/26-27"
"University Of California Berkeley","Plant Biology","PhD (F15)","Accepted"," Phone","28 Jan 2015","  3.92","170","162","4.50","","O","31 Jan 2015","Notification via phone (after 7 PM PST) and email. American student with degree from semi-international undergraduate institution. No classes exclusively plant related. One year of highly relevant lab experience, ~2.5 years of overall lab experience. No publications."
"University Of California Berkeley","Plant Biology","PhD (F15)","Interview"," Phone","17 Dec 2014","  3.92","170","162","4.50","","O","31 Jan 2015","American student with degree from semi-international undergraduate institution. No classes exclusively plant related. One year of highly relevant lab experience, ~2.5 years of overall lab experience. No publications."
"Duke University","Biology","PhD (F15)","Rejected"," E-mail","29 Jan 2015","  3.72","157","170","4.00","","U","31 Jan 2015",""
"University Of Chicago","Integrative Biology","PhD (F15)","Rejected"," E-mail","30 Jan 2015","  3.72","157","170","4.00","","U","31 Jan 2015",""
"Carnegie Mellon University (CMU)","Computational Biology","Masters (F15)","Accepted"," E-mail","31 Jan 2015","  3.75","154","168","3.00","","I","31 Jan 2015","Major in pharmacology, research background in bioinformatics"
"UNC, Chapel Hill","Oral Biology","PhD (F15)","Interview"," E-mail","15 Jan 2015","  3.90","156","158","4.00","","U","31 Jan 2015",""
"Watson School Of Biological Sciences (Cold Spring Harbor)","Biology","PhD (F15)","Rejected"," E-mail","14 Jan 2015","","","","","","A","31 Jan 2015",""
"University Of California At Santa Cruz (UCSC)","Biomedical Sciences And Engineering (PBSE), Mechanistic, Structural, And Chemical Biology (MSCB)","PhD (F15)","Accepted"," Phone","30 Jan 2015","","","","","","A","31 Jan 2015","Phone call (missed, voicemail) followed by an email.  Official offer to follow in 2-4 weeks."
"Stanford","Biosciences (Biology)","PhD (F15)","Rejected"," Postal Service","30 Jan 2015","","","","","","A","30 Jan 2015",""
"University Of Delaware","Biology","PhD (F15)","Rejected"," E-mail","29 Jan 2015","","","","","","A","30 Jan 2015","Rejected from Ph.D. program, email suggested applying for M.S."
"Northeastern University","Ecology, Evolution, And Marine Biology (EEMB)","PhD (F15)","Rejected"," Website","30 Jan 2015","","","","","","A","30 Jan 2015",""
"Duke University","Biology","PhD (F15)","Rejected"," E-mail","30 Jan 2015","  3.50","168","168","0.00","","A","30 Jan 2015","Lots of research experience, communicated with PI many times via email"
"Duke University","Cell And Molecular Biology","PhD (F15)","Rejected"," Website","29 Jan 2015","","","","","","A","30 Jan 2015","I was e-mailed to check the Duke Portal for my application decision."
"Johns Hopkins","Biochemistry, Cellular And Molecular Biology","PhD (F15)","Rejected"," E-mail","30 Dec 2014","","","","","","A","30 Jan 2015",""
"University Of Chicago","Cell And Molecular Biology (Molecular Biosciences Cluster)","PhD (F15)","Accepted"," E-mail","30 Jan 2015","  3.55","157","163","4.00","670","I","30 Jan 2015","Preliminary master's GPA 3.45, Subject GRE Biochem 93%, 2+ years research experience, 2nd author publication in preperation, several scholarships over the years. So happy :)"
"Northeastern University","Biology","PhD (F15)","Rejected"," Website","30 Jan 2015","","","","","","I","30 Jan 2015",""
"Duke","Biology","PhD (F15)","Rejected"," E-mail","30 Jan 2015","","","","","","I","30 Jan 2015",""
"University Of Chicago","Cancer Biology","PhD (F15)","Rejected"," Website","27 Jan 2015","","","","","","A","30 Jan 2015",""
"University Of Delaware","Biology","PhD (F15)","Rejected"," E-mail","30 Jan 2015","  3.75","159","153","4.00","","I","30 Jan 2015","Rejected from the PhD program. Asked if I want application sent to masters program, said yes. Committee will meet next week."
"University Of Arizona","Biology And Biomedical Sciences","PhD (F15)","Rejected"," E-mail","27 Jan 2015","","","","","","A","30 Jan 2015",""
"Washington University In St. Louis (WashU/WUSTL)","Biology And Biomedical Sciences","PhD (F15)","Rejected"," E-mail","30 Dec 2014","","","","","","A","30 Jan 2015",""
"Brandeis University","Molecular And Cell Biology","PhD (F15)","Interview"," E-mail","30 Dec 2014","","","","","","A","30 Jan 2015",""
"Dartmouth College","Molecular And Cell Biology","PhD (F15)","Interview"," E-mail","21 Dec 2014","","","","","","A","30 Jan 2015",""
"University Of Illinois At Urbana-Champaign UIUC","Molecular Cellular Biology - MCB","PhD (F15)","Interview"," E-mail","29 Jan 2015","  3.20","158","163","3.50","","I","29 Jan 2015","ibt:114, 2 pubs not the first author, Pharm D degree, strong LORs. 1 presentation."
"University Of Colorado Boulder","IQ Biology","PhD (F15)","Interview"," E-mail","28 Jan 2015","  3.82","159","159","4.00","","A","29 Jan 2015",""
"UNC Chapel Hill","Ecology And Evolutionary Biology (EEB)","PhD (F15)","Accepted"," E-mail","29 Jan 2015","  3.44","165","155","5.00","","A","29 Jan 2015",""
"Rensselaer Polytechnic Institute","Biology","PhD (F15)","Rejected"," E-mail","29 Jan 2015","","","","","","A","29 Jan 2015","This is my second year trying to get into grad school and so far.....no luck :("
"University Of Pennsylvania","Genomics & Computational Biology (GCB)","PhD (F15)","Accepted"," Website","29 Jan 2015","","","","","","","29 Jan 2015","Emailed to check website. Online decision letter. I LOVE Philly; and Penn's gorgeous. It's gonna be such a hard decision :/ :/ :/"
"Mount Sinai School Of Medicine","Cancer Biology","PhD (F15)","Accepted"," E-mail","28 Jan 2015","  3.56","160","162","5.50","","A","29 Jan 2015","very excited! no publications, 2 years tech experience"
"Duke","Cell And Molecular Biology","PhD (F15)","Rejected"," Website","29 Jan 2015","  3.94","157","151","4.50","","A","29 Jan 2015","Got email to check status, not surprising"
"University Of Colorado Boulder","IQ Biology","PhD (F15)","Interview"," E-mail","28 Jan 2015","  3.70","161","160","4.00","","A","29 Jan 2015",""
"Tri-Institutional Program In Chemical Biology","Tri-Institutional Program In Chemical Biology","PhD (F15)","Rejected"," E-mail","29 Jan 2015","","","","","","I","29 Jan 2015",""
"University Of California, San Diego (UCSD)","Bioinformatics And Systems Biology","PhD (F15)","Interview"," E-mail","28 Jan 2015","","","","","","I","29 Jan 2015",""
"Baylor College Of Medicine","Translational Biology And Molecular Medicine","PhD (F15)","Interview"," E-mail","29 Jan 2015","  3.44","157","155","4.00","","","29 Jan 2015","Interview weekend February 19-21"
"UCSF","Chemistry And Chemical Biology","PhD (F15)","Rejected"," E-mail","20 Jan 2015","","","","","","A","29 Jan 2015","Not my first choice by any means but still saddened to see an option go. The schools I have been admitted to I had a more personal connection to and better SOPs for.  Applied to UCSF as a ""why not waste $90"" type thing. Oh well."
"Harvard","Chemistry And Chemical Biology","PhD (F15)","Accepted"," E-mail","29 Jan 2015","","","","","","I","29 Jan 2015",""
"Harvard University","Chemistry And Chemical Biology","PhD (F15)","Accepted"," E-mail","28 Jan 2015"," ","160","164","4.50","800","A","29 Jan 2015",""
"Joint Carnegie Mellon & University Of Pittsburgh","Computational Biology","PhD (F15)","Interview"," E-mail","28 Jan 2015","","","","","","A","28 Jan 2015",""
"Cincinnati","Molecular And Developmental Biology","PhD (F15)","Rejected"," E-mail","28 Jan 2015","  2.70","162","166","3.50","760","A","28 Jan 2015","3 years part-time, 2 summers, 2 years full-time research experience. Fantastic rec letters. Network connection to the director of the program. There will be some awkward moments in my future."
"SUNY Upstate","Cell And Developmental Biology","PhD (F15)","Interview"," E-mail","27 Jan 2015","  3.43","152","162","4.00","","U","28 Jan 2015","Phone Interview"
"SUNY Upstate","Cell And Developmental Biology","PhD (F15)","Interview"," E-mail","27 Jan 2015","  3.43","152","162","4.00","","U","28 Jan 2015","Phone Interview"
"Icahn School Of Medicine At Mt. Sinai","Cancer Biology","PhD (F15)","Accepted"," E-mail","28 Jan 2015","  3.51","163","157","3.50","","A","28 Jan 2015",""
"Baylor College Of Medicine","Translational Biology And Molecular Medicine","PhD (F15)","Rejected"," E-mail","28 Jan 2015","  3.55","155","156","4.50","","A","28 Jan 2015","Generic email stating my application was reviewed and I will not be admitted into the program. Was my top choice...Oh well, on to the next. :("
"Joint CMU-Pitt","Computational Biology","PhD (F15)","Interview"," E-mail","28 Jan 2015","  3.28","162","168","4.00","","A","28 Jan 2015","MS GPA: 4.0 and lots of relevant research experience"
"Baylor College Of Medicine","Structural & Computational Biology & Molecular Biophysics","PhD (F15)","Interview"," Phone","27 Jan 2015","  2.99","163","162","3.50","","I","28 Jan 2015","2nd Choice Program Switched From Neuroscience"
"Washington University","DRSCB (Developmental Regenerative Stem Cell Biology)","PhD (F15)","Accepted"," Phone","28 Jan 2015","","","","","","A","28 Jan 2015",""
"University Of Chicago","Cell And Molecular Biology","PhD (F15)","Rejected"," Website","27 Jan 2015","","","","","","A","27 Jan 2015","Did not receive an email yet, but checked application website."
"Harvard University","Human Evolutionary Biology","PhD (F15)","Interview"," E-mail","27 Jan 2015","","","","","","A","27 Jan 2015","Email from POI to come interview in person in Feb."
"Johns Hopkins University","The Biochemistry, Cellular And Molecular Biology Graduate Program","PhD (F15)","Rejected"," E-mail","27 Jan 2015","  3.05","169","170","3.50","620","U","27 Jan 2015",""
"University Of Pennsylvaia","Biology","PhD (F15)","Rejected"," E-mail","27 Jan 2015","","","","","","I","27 Jan 2015",""
"University Of Cincinnati","Molecular And Developmental Biology (MDB)","PhD (F15)","Interview"," Phone","26 Jan 2015","  3.43","152","162","4.00","","U","26 Jan 2015",""
"University Of Virginia","Biology","PhD (F15)","Other"," E-mail","26 Jan 2015","","","","","","A","26 Jan 2015","Offer to attend recruitment weekend."
"Ohio State University","Molecular, Cellular, And Developmental Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","A","26 Jan 2015",""
"University Of Rochester","Biophysics, Structural And Computational Biology","PhD (F15)","Interview"," E-mail","12 Jan 2015","  3.10","147","163","0.00","","U","26 Jan 2015","Email came after a phone call to notify the interview. Master is from top 10 university, one first-author paper submitted in a very good journal and two posters in top confereces"
"University Of Southern California (USC)","Molecular And Computational Biology","PhD (F15)","Interview"," E-mail","8 Jan 2015","","","","","","A","26 Jan 2015",""
"University Of Illinois At Urbana-Champaign UIUC","Molecular & Cellular Biology","PhD (F15)","Interview"," E-mail","23 Jan 2015","  3.90","170","158","4.00","","I","26 Jan 2015",""
"University Of Rochester","Biology","PhD (F15)","Interview"," E-mail","23 Jan 2015","  3.44","150","153","4.00","","A","25 Jan 2015","3 years undergraduate experience in two different labs, contacted my POI during semester"
"Goettingen","Molecular Biology","Masters (F15)","Rejected"," E-mail","24 Jan 2015","  3.20","150","160","3.00","","I","25 Jan 2015","We are sorry to inform you that, due to the large number of qualified applications, we could not include you in this group."
"University Of Miami","Biology","PhD (F15)","Accepted"," E-mail","23 Jan 2015","","","","","","","25 Jan 2015",""
"Georgia Institute Of Technology","Biology","PhD (F15)","Interview"," E-mail","23 Jan 2015","  3.91","165","168","4.50","690","A","24 Jan 2015",""
"Medical University Of South Carolina (MUSC)","Molecular And Cellular Biology & Pathobiology","PhD (F15)","Interview"," E-mail","23 Jan 2015","  3.23","154","151","4.50","","A","24 Jan 2015","went to a small liberal arts college, 3 yrs research experience in related field at prestigious University and multiple publications."
"Cornell University","Tri-I Computational Biology","PhD (F15)","Rejected"," E-mail","20 Jan 2015","","","","","","A","24 Jan 2015",""
"Louisiana State University","Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","A","24 Jan 2015",""
"UC Irvine","Mathematical And Computational Biology","PhD (F15)","Accepted"," E-mail","23 Jan 2015","","","","","","A","24 Jan 2015",""
"UC Irvine","Mathematical And Computational Biology","PhD (F15)","Interview"," E-mail","13 Jan 2015","","","","","","A","24 Jan 2015",""
"Richard Gilder Graduate School AMNH","Comparative Biology","PhD (F15)","Interview"," E-mail","16 Jan 2015","","","","","","A","24 Jan 2015",""
"Rice","Ecology And Evolutionary Biology","PhD (F15)","Interview"," E-mail","12 Jan 2015","","","","","","A","24 Jan 2015",""
"Medical University Of South Carolina","Molecular And Cellular Biology","PhD (F15)","Interview"," E-mail","23 Jan 2015","","","","","","I","23 Jan 2015",""
"Cornell University","Computational Biology","PhD (F15)","Rejected"," E-mail","23 Jan 2015","","","","","","U","23 Jan 2015","3 years of research experience
1 publications, 2 publications pending
"
"Imperial College","Systems And Synthetic Biology","Masters (F15)","Accepted"," E-mail","23 Jan 2015"," ","164","165","4.50","","I","23 Jan 2015","MBBCh from African university."
"UC Santa Cruz (UCSC)","Biochemistry, Molecular, Cellular And Developmental Biology (BMCDB)","PhD (F15)","Interview"," E-mail","21 Jan 2015","  3.50","157","157","3.00","","I","23 Jan 2015","E-mail from PI about a skype interview. 2 publications, 5+ abstracts, MS GPA 4.9 out of 5, 2+ years of lab work. Good LORs."
"University Of Victoria","Biology","Masters (F15)","Interview"," E-mail","23 Jan 2015","","","","","","A","23 Jan 2015","Interview with POI via Skype!"
"University Of Rochester","Biology","PhD (F15)","Interview"," E-mail","22 Jan 2015","","","","","","A","22 Jan 2015","Interview on Feb 26th."
"John Hopkins","Chemical Biology Interface","PhD (F15)","Interview"," E-mail","22 Jan 2015","  3.96","159","163","4.00","87","A","22 Jan 2015",""
"Georgia State University","Cellular Biology","PhD (F14)","Interview"," E-mail","20 Jan 2015","","","","","","A","22 Jan 2015",""
"University Of Michigan Ann Arbor","Ecology And Evolutionary Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","A","22 Jan 2015","Invitation to preview weekend"
"Stony Brook University","Molecular And Cell Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","I","22 Jan 2015","3 years research experience, no publication"
"Purdue University","Ecology & Evolutionary Biology","PhD (F15)","Interview"," E-mail","20 Jan 2015","  3.45","160","162","5.50","","A","22 Jan 2015","Four years of research as an undergrad, in two honors programs, received two fellowships"
"University Of Chicago","Ecology And Evolutionary Biology","PhD (F15)","Interview"," E-mail","20 Jan 2015","","","","","","","22 Jan 2015",""
"University Of Notre Dame","Biology","PhD (F15)","Interview"," E-mail","22 Jan 2015","  2.40","161","157","3.50","720","A","22 Jan 2015","MSc GPA 3.7, invited to interview weekend Feb 12-15"
"University Of Illinois Urbana-Champaign","Molecular Cellular Biology - MCB","PhD (F15)","Interview"," E-mail","21 Jan 2015","  3.70","159","158","5.00","","A","21 Jan 2015","2 years research experience, 2 pending publications."
"University Of Michigan","Ecology And Evolutionary Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015"," ","159","157","4.00","","A","21 Jan 2015",""
"University Of Illinois At Urbana-Champaign UIUC","Molecular Cellular Biology - MCB","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","A","21 Jan 2015","Same as below, but realized that the person who emailed me accidentally said Champaign-Urbana instead of reverse in the email, so I put it down wrong."
"University Of Illinois At Champaign-Urbana UICU","Molecular Cellular Biology - MCB","PhD (F15)","Interview"," E-mail","21 Jan 2015","  3.10","157","153","5.00","","A","21 Jan 2015","3 years research; 5 publications"
"Ohio State University","Molecular, Cellular And Developmental Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","","21 Jan 2015",""
"Notre Dame","Biology PhD","PhD (S15)","Interview"," E-mail","21 Jan 2015","","","","","","A","21 Jan 2015",""
"University Of Southern California (USC)","Computational Biology And Bioinformatics","PhD (F15)","Interview"," E-mail","21 Jan 2015","  3.80","158","166","4.00","","I","21 Jan 2015","Awaiting for a phone interview."
"UCLA","Ecology And Evolutionary Biology (EEB)","PhD (F15)","Interview"," E-mail","21 Jan 2015","  3.44","165","155","5.00","","A","21 Jan 2015",""
"MIT","Computational And Systems Biology (CSBi)","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","A","21 Jan 2015","Three years of undergrad, letters of rec from 2 MIT biology professors and from my PI"
"University Of Michigan","Ecology And Evolutionary Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","A","21 Jan 2015",""
"University Of Texas San Antonio (UTSA)","Cell And Molecular Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","A","21 Jan 2015",""
"Louisiana State University","Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","  3.44","165","155","5.00","","A","21 Jan 2015",""
"Cornell University","Computational Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","A","21 Jan 2015",""
"Northeastern","Ecology, Evolution, And Marine Biology","PhD (F15)","Interview"," E-mail","20 Jan 2015","","","","","","","21 Jan 2015","Interview Feb 26th at 27th! Super excited!!"
"Cornell University","Computational Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","U","21 Jan 2015","M.Eng from Cornell, some research experience, no publications"
"The Ohio State University","Molecular, Cellular, And Developmental Biology(MCDB)","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","A","21 Jan 2015","Interview Dates Feb 6-7 or Feb 27-28"
"University Of Illinois- Urbana Champaign","Molecular And Cellular Biology (MCB)","PhD (F15)","Rejected"," E-mail","21 Jan 2015","","","","","","A","21 Jan 2015","Generic rejection letter."
"Columbia University","Biology","PhD (F15)","Interview"," E-mail","21 Jan 2015","","","","","","A","21 Jan 2015","3 years research at State university. 2 summer research experiences at two Top 10 universities resulting in 1 publication. 3.8 GPA. Avg. GRE Fantastic LOR!"
"Duke University","Biology","PhD (F15)","Interview"," E-mail","19 Jan 2015","","","","","","A","21 Jan 2015","Received email from a professor I have corresponded with on behalf of the graduate advisory committee."
"UCLA","Ecology And Evolutionary Biology (EEB)","PhD (F15)","Other"," E-mail","21 Jan 2015","  3.44","165","155","5.00","","A","21 Jan 2015","Unofficial email from POI suggesting I will very likely receive an interview invitation later this week"
"Boston College","Biology","PhD (F15)","Rejected"," Postal Service","20 Jan 2015","","","","","","A","21 Jan 2015",""
"Boston College","Biology","PhD (F15)","Rejected"," Postal Service","21 Jan 2015","  3.78","141","166","3.50","","I","21 Jan 2015","M.D, valedictorian, 1.5 years research experience ,
your loss !!!"
"UIUC","Molecular And Cell Biology","PhD (F15)","Rejected"," E-mail","20 Jan 2015","","","","","","","20 Jan 2015",""
"University Of Illinois Urbana Champaign (UIUC)","Molecular And Cell Biology (MCB), Biochemistry Track","PhD (F15)","Rejected"," E-mail","20 Jan 2015","","","","","","A","20 Jan 2015",""
"University Of Illinois- Urbana Champaign","Molecular And Cellular Biology (MCB)","PhD (F15)","Rejected"," E-mail","20 Jan 2015","","","","","","A","20 Jan 2015",""
"Boston College","Biology","PhD (F15)","Rejected"," Postal Service","20 Jan 2015","  3.19","155","157","4.50","","A","20 Jan 2015",""
"Emory","Biological And Biomedical Sciences Biochemistry, Cell And Developmental Biology","PhD (F15)","Rejected"," E-mail","20 Jan 2015","  3.30","150","155","4.00","","A","20 Jan 2015",""
"Emory","BCDB Biochemistry Cell And Developmental Biology","PhD (F15)","Rejected"," E-mail","20 Jan 2015","","","","","","A","20 Jan 2015","Already post that I called and was told all interviews had been offered. Adding for future applicants to know dates to expect contact. Received official rejection via email today."
"UC Berkeley","Integrative Biology","PhD (F15)","Rejected"," E-mail","17 Jan 2015","","","","","","A","20 Jan 2015","POI said I didn't get an interview and therefore wasn't going to be accepted"
"MIT","Biology","PhD (F15)","Rejected"," E-mail","15 Jan 2015","  4.00","153","156","0.00","3","I","19 Jan 2015","extrernate degree."
"Cambridge University, Computational Biology Institute","Wellcome Trust 4-year PhD","PhD (F15)","Rejected"," E-mail","19 Jan 2015","","","","","","I","19 Jan 2015",""
"University Of California San Diego (UCSD)","Bioinformatics And Systems Biology","PhD (F15)","Interview"," E-mail","17 Jan 2015","","","","","","A","19 Jan 2015",""
"University Of Chicago","Ecology And Evolutionary Biology","PhD (F15)","Interview"," E-mail","19 Jan 2015","  3.44","165","155","5.00","","A","19 Jan 2015","Email from POI. 4.5 years of research experience, 3 conference presentations, best poster at international conference, 3 pubs in progress, very good LORs"
"Rockefeller University","Biology","PhD (F15)","Rejected"," E-mail","16 Jan 2015","","","","","","I","18 Jan 2015",""
"Rutgers","Cell And Developmental Biology","PhD (F15)","Rejected"," Website","18 Jan 2015","  3.50","148","151","3.50","","A","18 Jan 2015",""
"Rice University","Systems, Synthetic, And Physical Biology (SSPB)","PhD (F15)","Interview"," E-mail","18 Jan 2015","","","","","","A","18 Jan 2015",""
"University Of California, San Diego (UCSD)","Bioinformatics And Systems Biology","PhD (F15)","Interview"," E-mail","17 Jan 2015","","","","","","A","18 Jan 2015","Interview day March 6"
"UCSD","Bioinformatics & Systems Biology","PhD (F15)","Interview"," E-mail","18 Jan 2015","","","","","","","18 Jan 2015","oh boy that was totally unexpected."
"University Of California Berkeley","Plant Biology","PhD (F15)","Rejected"," E-mail","6 Jan 2015","","","","","","I","17 Jan 2015",""
"MIT","Biology","PhD (F15)","Rejected"," E-mail","15 Jan 2015","","","","","","O","17 Jan 2015","2.5 years of research including Master's degree, one 2nd author publication in high IF journal :("
"University Of Arizona","Ecology And Evolutionary Biology","PhD (F15)","Interview"," E-mail","15 Jan 2015","  3.90","166","157","5.00","83","O","17 Jan 2015",""
"University Of Chicago","Anatomy And Organismal Biology","PhD (F15)","Interview"," Phone","16 Jan 2015","","","","","","A","16 Jan 2015",""
"Stanford","Biosciences - Stem Cell Biology And Regenerative Medicine","PhD (F15)","Interview"," Postal Service","16 Jan 2015","  3.07","162","160","4.00","","A","16 Jan 2015","Loads of research experience (2 pubs (2nd and 5th author) split between 2 labs and involving a variety of relevant projects. President of iGEM team for 1 year (spent 3 years with team). Extra math and programming skills that helped with Stanford's form/extra questions. 3.072 GPA (3.51 w/o 1st sem)."
"Syracuse University","Cell/Molecular Biology","PhD (F15)","Interview"," E-mail","16 Jan 2015","  3.75","159","153","4.00","","I","16 Jan 2015","Skype interview on Feb 2nd, TOEFL 118"
"MIT","Biology","PhD (F15)","Rejected"," E-mail","15 Jan 2015","","","","","","U","16 Jan 2015",""
"University Of Connecticut","Molecular And Cell Biology (MCB)","PhD (F15)","Interview"," E-mail","16 Jan 2015","","","","","","A","16 Jan 2015","Email from POI"
"AMNH Richard Gilder Graduate School","Comparative Biology","PhD (F15)","Interview"," E-mail","16 Jan 2015","","","","","","A","16 Jan 2015",""
"Stanford","Biosciences (Cancer Biology)","PhD (F15)","Interview"," E-mail","16 Jan 2015","","","","","","I","16 Jan 2015",""
"University Of Pittsburgh","Molecular, Cellular And Developmental Biology (MCDB)","PhD (F15)","Rejected"," E-mail","15 Jan 2015","  3.75","159","153","4.00","","I","16 Jan 2015","""We have finished reviewing all of the applications for our program and we regret to inform you that yours was not chosen for an on-campus interview"" Second rejection in the same day"
"University Of Chicago","Molecular Biosciences, Cell And Molecular Biology","PhD (F15)","Interview"," E-mail","15 Jan 2015","  3.55","157","163","4.00","670","I","16 Jan 2015","Skype interview next week with two faculty members. Preliminary master's GPA 3.45, Subject GRE Biochem 93%, 2+ years research experience, 2nd author publication in preperation, several scholarships over the years."
"Harvard University","Chemical Biology","PhD (S15)","Interview"," E-mail","16 Jan 2015","","","","","","A","16 Jan 2015","State University, 2.5 years research, 2 summer research programs at top 10 Universities, Average GRE, wonderful letters or rec. I'm so excited!"
"MIT","Biology","PhD (F15)","Rejected"," E-mail","15 Jan 2015","","","","","","I","16 Jan 2015",""
"California Institute Of Technology (CalTech)","Biology","PhD (F15)","Interview"," E-mail","15 Jan 2015","  3.89","167","167","4.50","570","A","16 Jan 2015","Late interview notification, I guess someone declined!"
"Stony Brook University","Biochemistry And Structural Biology","PhD (F15)","Interview"," E-mail","15 Jan 2015","","","","","","A","16 Jan 2015","emailed me to schedule my interview. So excited!"
"MIT","Biology","PhD (F15)","Rejected"," E-mail","15 Jan 2015","  3.40","160","167","5.00","","A","16 Jan 2015",""
"Harvard","Chemical Biology","PhD (F15)","Interview"," E-mail","16 Jan 2015","","","","","","A","16 Jan 2015","Check your spam folders, people!"
"Massachusetts Institute Of Technology (MIT)","Biology","PhD (F15)","Rejected"," E-mail","15 Jan 2015","","","","","","A","15 Jan 2015",""
"University Of California, Berkeley","Molecular & Cell Biology","PhD (F15)","Rejected"," Website","12 Jan 2015","","","","","","I","15 Jan 2015",""
"MIT","Biology","PhD (F15)","Rejected"," E-mail","15 Jan 2015","","","","","","I","15 Jan 2015",""
