"Purdue","Geology","Masters (F16)","Rejected"," E-mail","23 Mar 2016","","","","","","A","23 Mar 2016","The pain. Hopefully an acceptance is in the near future."
"Oklahoma University","Geology","Masters (F16)","Rejected"," E-mail","23 Mar 2016","","","","","","A","23 Mar 2016","Good contact with POI. Really bummed out about this, OU would be a great fit. Just hoping to get into somewhere at this point! Gl to all."
"University Of Idaho","Geology","Masters (F16)","Rejected"," E-mail","22 Mar 2016","","","","","","A","23 Mar 2016","POI responded to email on status and was told they weren't able to accept any Master's students this year"
"Northern Arizona Univeristy","Department Of Geology","Masters (F16)","Accepted"," E-mail","18 Feb 2016","","","","","","A","23 Mar 2016",""
"The University Of North Dakota","Geology","Masters (F16)","Accepted"," Website","21 Mar 2016","","","","","","","21 Mar 2016","Accepted with TA and tuition waiver"
"Idaho State (Pocatello)","Geology","Masters (F16)","Wait listed"," Phone","21 Mar 2016","  3.47","152","155","4.50","","A","21 Mar 2016","Called in to ask about status, and I am currently waitlisted. I am at the top of the list however, and will likely know if the offer becomes available probably sometime this week! Exciting!"
"The University Of Tulsa","Geology","Masters (F16)","Accepted"," Other","21 Mar 2016","","","","","","U","21 Mar 2016","Did anyone hear about any Funding from your advisor for Univ of Tulsa? i got accepted but they haven't said anything about Funding yet?"
"The University Of Maryland - College Park","Dept. Of Geology","PhD (F16)","Rejected"," Website","18 Mar 2016","","","","","","I","20 Mar 2016","Really shocked to get the rejection. The application materials for UMD, to my understanding, are impressive enough. I submitted the application for to university in a relative later time, which made the materials perfect enough. Really dispointed, though it's not my top choices. Wish everything will be ok. Waiting for the offers!"
"University Of Maryland","Geology","PhD (F16)","Rejected"," Website","18 Mar 2016","","","","","","A","19 Mar 2016","Didn't even send an email that results were available!"
"""University Of Washington Seattle","Geology","PhD (F16)","Accepted"," E-mail","29 Jan 2016","","","","","","A","19 Mar 2016",""
"Miami University (Ohio)","Department Of Geology","PhD (F16)","Accepted"," E-mail","18 Mar 2016","","","","","","","18 Mar 2016",""
"Kansas State University (KSU)","Geology","Masters (F16)","Accepted"," E-mail","2 Mar 2016","  3.30","154","162","3.50","","A","18 Mar 2016","No funding. Dept only has 5 TA slots, I think."
"South Dakota School Of Mines And Technology","Geology","Masters (F16)","Rejected"," E-mail","17 Mar 2016"," ","159","170","5.00","","A","17 Mar 2016","Poor UGrad GPA and weak contact with POI.. Kind of expected"
"University Of Kansas","Geology","Masters (F16)","Rejected"," E-mail","17 Mar 2016","","","","","","I","17 Mar 2016",""
"University Of Kansas","Dept. Of Geology & Geophysics","Masters (F16)","Rejected"," Website","16 Mar 2016","  3.02","74","52","80.00","","A","16 Mar 2016","Rejection Decision sent to website. Website sent me email saying a decision was made and is posted."
"Oklahoma State University, Stillwater","Geology","Masters (F16)","Accepted"," Website","16 Mar 2016","  3.47","155","152","4.50","","A","16 Mar 2016","Posted earlier - apparently funding offers are made separately from the initial acceptance offer. Didn't say anything about that in the initial email so I assumed that the entire offer was what was stated - the offer made no further mention of future funding either.  

I'm sure other students are going to be also confused about this - so consider calling in and asking or wait a few days. This particular wave I was told funding offers will be sent at the end of the week."
"Oklahoma State University, Stillwater","Geology","Masters (F16)","Accepted"," Website","16 Mar 2016","  3.47","155","152","4.50","","A","16 Mar 2016","I got admitted - but with no funding support of any kind. They didn't even waive out of state tuition.

"
"The University Of Western Ontario (UWO)","Earth Sciences - Geology","PhD (F16)","Accepted"," E-mail","16 Mar 2016","","","","","","U","16 Mar 2016",""
"University Of Wyoming","Geology And Geophysics","PhD (F16)","Accepted"," E-mail","3 Mar 2016","","","","","","U","15 Mar 2016","To the poster below, I got accepted after a 3-day campus visit (expect to be interviewed by a couple of faculty members; individually and/or as a committee). Good luck! What research group did you apply to?"
"The University Of Wyoming","Dept. Of Geology & Geophysics","Masters (F16)","Interview"," E-mail","14 Mar 2016","","","","","","A","15 Mar 2016","Ahhh! Can't wait to go visit! Does anyone know if having an interview means you will probably get in or not? I'm freaking out!"
"The University Of Tulsa","Geology","Masters (F16)","Accepted"," E-mail","11 Mar 2016","  3.20","150","156","4.00","","U","11 Mar 2016","Haven't heard about funding yet."
"University Of Idaho","Geology","Masters (F16)","Accepted"," E-mail","11 Mar 2016","","","","","","A","11 Mar 2016","Accepted with a TA position."
"Yale","Geology And Geophysics","PhD (F16)","Rejected"," E-mail","11 Mar 2016","  3.85","152","170","4.00","","I","11 Mar 2016","So, Who are received?"
"University Of Nevada Reno (UNR)","Geology","PhD (F16)","Accepted"," E-mail","10 Mar 2016","  3.14","163","162","5.00","","A","11 Mar 2016","3.89 grad GPA. Email from the dept. (with funding details) after the visit days last weekend, reply requested by 31 Mar."
"Texas Christian University (TCU)","Geology","Masters (F16)","Rejected"," E-mail","10 Mar 2016","","","","","","A","10 Mar 2016",""
"University Of Nevada - Reno","Geology","Masters (F16)","Accepted"," E-mail","10 Mar 2016","  3.47","155","152","4.50","","A","10 Mar 2016","I've been accepted! One of my favorite programs! They are hashing out funding now, but according to my POI and other graduate students I talked to I should be okay on that front. 

Very excited!"
"Montana State University","Department Of Geology","Masters (F16)","Rejected"," Website","7 Mar 2016","","","","","","A","9 Mar 2016","Typical letter stating that there were many applicants, few spots available, and limited funding."
"University Of Houston","Geology","PhD (F16)","Accepted"," Website","7 Mar 2016","  3.04","164","159","4.50","","A","8 Mar 2016",""
"The University Of New Mexico (UNM)","Earth Sciences - Geology","PhD (F16)","Rejected"," Postal Service","7 Mar 2016","","","","","","A","8 Mar 2016",""
"University Of Cincinnati","Geology","Masters (F16)","Rejected"," Website","7 Mar 2016","  3.68","168","161","6.00","","A","7 Mar 2016","According to a(n obvious form) letter on the website, they only accepted 10% of applicants."
"University Of Cincinnati","Geology","Masters (F16)","Wait listed"," Website","7 Mar 2016","  3.82","161","156","4.50","","A","7 Mar 2016",""
"University Of Louisiana - Lafayette","Geology","Masters (F16)","Accepted"," E-mail","6 Mar 2016","  2.60","156","151","3.50","","A","6 Mar 2016","With prior work and applicable research experience"
"Louisiana State University","Geology And Geophysics","PhD (F16)","Accepted"," E-mail","4 Mar 2016","  3.40","162","160","4.00","","A","5 Mar 2016","4.0 grad GPA. TA funding for 3 years"
"University Of Texas At Austin","Geology","PhD (F16)","Accepted"," E-mail","1 Mar 2016","  3.75","158","167","4.00","","U","4 Mar 2016",""
"University Of Georgia","Geology","Masters (F16)","Rejected"," Postal Service","4 Mar 2016","","","","","","A","4 Mar 2016","1+ year of experience in related field and very good GRE scores. Undergrad degree from same University in similar field."
"University Of Alaska Fairbanks","Geology","Masters (F16)","Accepted"," E-mail","4 Mar 2016","","","","","","A","4 Mar 2016",""
"South Dakota School Of Mines","Geology","Masters (F16)","Rejected"," E-mail","3 Mar 2016","","","","","","","3 Mar 2016",""
"UT - Austin","Geology & Geophysics","PhD (F16)","Accepted"," E-mail","2 Mar 2016","  3.91","164","168","5.00","","U","3 Mar 2016","I'm so happy I made it!"
"Colorado Boulder","Geology","Masters (F16)","Rejected"," E-mail","1 Mar 2016","","","","","","A","2 Mar 2016","Hope is starting to run out.."
"Boulder","Geology","Masters (F16)","Rejected"," E-mail","1 Mar 2016","","","","","","A","2 Mar 2016","This was my top choice. All the cookies and vodka in the world can't help this time :("
"University Of Maryland","Geology","Masters (F16)","Accepted"," E-mail","16 Feb 2016","","","","","","U","28 Feb 2016",""
"West Virgina University","Dept. Of Geology","Masters (F16)","Other"," Other","27 Feb 2016","","","","","","I","27 Feb 2016","Has anyone heard about admission decision?"
"University Of Hawaii At Manoa","Geology & Geophysics","Masters (F16)","Accepted"," E-mail","8 Feb 2016","  3.50","156","151","5.00","","A","25 Feb 2016",""
"Caltech","Geology","PhD (F16)","Rejected"," E-mail","25 Feb 2016","","","","","","A","25 Feb 2016",""
"University Of Louisiana - Lafayette","Geology","Masters (F16)","Accepted"," E-mail","29 Jan 2016","  3.20","150","156","4.00","","U","25 Feb 2016","Will hear about funding in April."
"University Of Nebraska","Geology","Masters (F16)","Rejected"," E-mail","24 Feb 2016","","","","","","A","24 Feb 2016","Never fun to have the first school you hear back from reject you! Stress = all time high"
"Tamu (Texas A&M)","Geology","Masters (F16)","Wait listed"," E-mail","19 Feb 2016","","","","","","A","23 Feb 2016","Was told by perspective adviser that the first round of acceptances has gone out and that I was not one of them, however, I am also not rejected. I'm assuming this is equivalent to being wait listed."
"MIT-WHOI Joint Program","Marine Geology And Geophysics","PhD (F16)","Rejected"," E-mail","22 Feb 2016","  3.60","159","162","4.00","","A","22 Feb 2016",""
"MIT-WHOI Joint Program","Marine Geology And Geophysics","PhD (F16)","Rejected"," E-mail","22 Feb 2016","  4.00","158","168","4.50","","U","22 Feb 2016","Expected. Did not have a strong connection with POI."
"University Of Oregon","Geology & Geophysics","PhD (F16)","Accepted"," Postal Service","29 Jan 2016","","","","","","A","22 Feb 2016","Most likely going to accept. Had a great time at the grad weekend. Excited!"
"University Of Washington Seattle","Geology & Geophysics","PhD (F16)","Rejected"," E-mail","18 Feb 2016","","","","","","A","22 Feb 2016",""
"Indiana - Bloomington","Dept. Of Geology","Masters (F16)","Other"," E-mail","22 Feb 2016","","","","","","A","22 Feb 2016",""
"University Of New Mexico","Geology","Masters (F16)","Accepted"," E-mail","16 Feb 2016","","","","","","A","20 Feb 2016",""
"East Carolina University","Geology","Masters (F16)","Accepted"," E-mail","5 Feb 2016","","","","","","A","20 Feb 2016",""
"MIT WHOI Joint Program","Marine Geology And Geophysics","PhD (F16)","Wait listed"," E-mail","19 Feb 2016","  3.84","169","170","4.50","","U","19 Feb 2016",""
"The University Of Montana","Geology","PhD (F16)","Accepted"," E-mail","19 Feb 2016","  3.83","156","162","4.00","","A","19 Feb 2016","Email to check website"
"University Of South Carolina (Columbia)","Oceanography (Geology)","PhD (F16)","Accepted"," E-mail","22 Jan 2016","","","","","","A","19 Feb 2016",""
"University Of Maryland","Geology","Masters (F16)","Accepted"," E-mail","16 Feb 2016","","","","","","U","17 Feb 2016",""
"University Of California At Riverside","Geology","Masters (F16)","Accepted"," E-mail","1 Feb 2016","","","","","","A","17 Feb 2016","Accepted with funding"
"University Of Nevada Reno (UNR)","Geology","PhD (F16)","Interview"," E-mail","15 Feb 2016","  3.14","163","162","5.00","","A","16 Feb 2016","3.89 grad GPA. A ""top"" applicant likely ""competitive"" for RA/TAs that are available, and invited to recruitment weekend Mar 4-5."
"University Of Nevada - Reno","Geology","Masters (F16)","Interview"," E-mail","15 Feb 2016","  3.47","155","152","4.50","","A","15 Feb 2016","Got an E-mail inviting me to recruitment weekend!"
"University Of Utah","Geology & Geophysics","PhD (F16)","Accepted"," E-mail","15 Feb 2016","  3.80","162","165","5.00","690","A","15 Feb 2016",""
"Colorado School Of Mines","Department Of Geology","Masters (F16)","Accepted"," E-mail","11 Feb 2016","","","","","","A","14 Feb 2016",""
"California Institue Of Technology (Caltech)","Department Of Geology","PhD (F16)","Rejected"," E-mail","2 Feb 2016","","","","","","I","14 Feb 2016",""
"New Mexico Tech","Geology","Masters (F16)","Interview"," E-mail","12 Feb 2016","  3.47","155","152","4.50","","A","13 Feb 2016","Have worked as a student assistant for 2 years, working in two projects. One will be published in the next few months and presented at an upcoming conference. Very excited and nervous!"
"Berkeley (UCB)","Dept. Of Geology & Geophysics","PhD (F16)","Rejected"," E-mail","2 Feb 2016"," ","158","168","4.00","","I","12 Feb 2016",""
"Illinois At Urbana-Champaign (UIUC)s","Dept. Of Geology","PhD (F16)","Rejected"," E-mail","11 Feb 2016","  2.49","151","165","3.50","","I","11 Feb 2016","China man will hire another China man, which is VERY expected ."
"Louisiana State University ( LSU )","Geology","Masters (F16)","Rejected"," E-mail","10 Feb 2016","  3.00","150","157","4.00","","A","11 Feb 2016",""
"Yale  University","Geology And Geophysics","PhD (F16)","Rejected"," E-mail","10 Feb 2016","  3.60","157","161","4.00","","I","10 Feb 2016","Emailed POI to follow up. Got notification of reject"
"Princeton University","Geology","PhD (F16)","Rejected"," E-mail","1 Feb 2016","  3.54","162","162","4.50","","A","10 Feb 2016","They don't deserve my mad skillzzzz.
But actually, the email was extremely kind."
"The University Of California, Los Angeles (UCLA)","Geology","PhD (F15)","Accepted"," E-mail","10 Feb 2016","  3.54","162","162","4.50","","A","10 Feb 2016",""
"Yale Univeristy","Geology And Geophysics","PhD (F16)","Rejected"," E-mail","9 Feb 2016","  3.73","155","162","5.00","","A","9 Feb 2016","Got invited to the open house, then got an email directly from a professor saying ""unfortunately it doesn't seem as though you'll be admitted to our program this year."" 

Why did Yale waste the time/money bringing me in to visit if they were going to reject me based on my credentials? Huge let down."
"University Of Minnesota Twin Cities","Geology","PhD (F16)","Accepted"," E-mail","9 Feb 2016","  3.83","156","162","4.00","","A","9 Feb 2016","Email from POI with info on funding and visit days"
"Rice Ｕniversity","Geology & Geophysics","PhD (F16)","Accepted"," E-mail","4 Feb 2016","  3.40","152","167","4.00","","U","9 Feb 2016",""
"University Of Kansas (KU)","Geology","Masters (F16)","Interview"," E-mail","9 Feb 2016","  3.28","156","160","5.00","","A","9 Feb 2016","Received an email from the hydrogeology faculty indicating that they'd like to pay for my travel to Lawrence to meet with faculty within the next two weeks. 3.27 undergrad GPA, 2 paid hydro internships, and 2 years of research with GSA presentations. This is my 2nd choice so hopefully it goes well!"
"UC Davis","Geology","PhD (F16)","Accepted"," E-mail","5 Feb 2016","  3.14","163","162","5.00","","A","7 Feb 2016","3.89 grad GPA, official letter with funding details."
"The University Of Minnesota - Twin Cities (UMN)","Geology","Masters (F16)","Accepted"," E-mail","5 Feb 2016","","","","","","A","6 Feb 2016",""
"University Of Minnesota Twin Cities","Geology","PhD (F16)","Accepted"," E-mail","6 Feb 2016","","","","","","A","6 Feb 2016","Acceptance with info on funding and visit days in March."
"Colorado State University (CSU)","Earth Sciences - Geology","Masters (F16)","Interview"," E-mail","5 Feb 2016","  3.66","157","161","5.00","","A","5 Feb 2016","Email from POI for funded visit to CSU at earliest convenience."
"Louisiana State University ( LSU )","Geology","PhD (F16)","Accepted"," E-mail","5 Feb 2016","  3.83","156","162","4.00","","A","5 Feb 2016",""
"University Of Arizona","Geology","Masters (F16)","Rejected"," E-mail","2 Feb 2016","","","","","","A","4 Feb 2016",""
"Colorado School Of Mines (CSM)","Geology","PhD (F16)","Accepted"," Phone","3 Feb 2016","  4.00","158","168","4.50","","U","3 Feb 2016","Unofficial notification from POI with project and funding info"
"The University Of California, Los Angeles (UCLA)","Geology","PhD (F16)","Accepted"," E-mail","2 Feb 2016","","","","","","A","2 Feb 2016",""
"University Of Texas - Austin (UT Austin)","Geology","Masters (F16)","Interview"," E-mail","1 Feb 2016","","","","","","A","2 Feb 2016","POI emailed me for prospective student weekend visit in mid Feb."
"The University Of Arizona","Geology & Geophysics","PhD (F16)","Rejected"," E-mail","2 Feb 2016","","","","","","A","2 Feb 2016",""
"The University Of Utah","Geology And Geophysics","PhD (F16)","Interview"," E-mail","31 Jan 2016","","","","","","A","1 Feb 2016","Nice email with unofficial offer pending a visit in two weeks. Apparently 50+ applicants for just this POI."
"University Of Oregon (Eugene)","Geological And Environmental Sciences (Geology)","PhD (F16)","Rejected"," E-mail","29 Jan 2016","","","","","","A","30 Jan 2016","Nice email from the professor.  Haven't received the official school rejection yet."
"Stanford","Geological And Environmental Sciences (Geology)","PhD (F16)","Rejected"," E-mail","28 Jan 2016","","","","","","A","30 Jan 2016","Received a thoughtful email from the professor that I applied to work with.  Haven't received official rejection notification yet."
"The University Of Wisconsin - Madison","Geology","PhD (F16)","Accepted"," E-mail","25 Jan 2016","","","","","","A","25 Jan 2016","Acceptance emailed with info regarding visit dates."
"The University Of Illinois At Urbana-Champaign","Dept. Of Geology","Masters (F16)","Accepted"," E-mail","24 Jan 2016","  3.54","163","163","4.50","","A","25 Jan 2016","Email from the chair of the department with an acceptance and invitation to a visit weekend"
"UC Davis","Geology","PhD (F16)","Interview"," E-mail","20 Jan 2016","  3.14","163","162","5.00","","A","24 Jan 2016","Email for Skype interview with POI."
"California Institute Of Technology ( Caltech )","Geology And Planetary Sciences","PhD (F16)","Accepted"," E-mail","19 Jan 2016","","","","","","A","20 Jan 2016",""
"University Of Texas Austin","Geology","PhD (F16)","Interview"," E-mail","7 Jan 2016","  3.54","163","163","4.50","","A","17 Jan 2016","Will be visiting in early February"
"Oklahoma State University","Geology","PhD (F15)","Rejected"," E-mail","28 May 2015","  3.36","152","162","4.00","","I","28 May 2015",""
"Texas A&M University","Geology","Masters (F15)","Rejected"," Website","26 May 2015","","","","","","A","27 May 2015","Last of seven rejections"
"Colorado School Of Mines","Geology","Masters (F15)","Rejected"," E-mail","22 May 2015","","","","","","A","22 May 2015",""
"The University Of Texas Austin","Geology","PhD (F15)","Other"," Postal Service","21 May 2015","","","","","","A","21 May 2015","The portal (online status) still In Review, is there anyone know why ? while all the results has been posted ? is there a grey list ? Anyone knows ? pls response"
"Western Washington University","Geology","Masters (F15)","Rejected"," E-mail","2 May 2015","  3.10","153","155","4.50","","A","2 May 2015","Generic e-mail after waiting months, was never told I was on a waitlist either."
"University Of Allahabad","Geology","PhD (F15)","Accepted"," E-mail","8 May 2015","","","","","","I","1 May 2015",""
"University Of Victoria","Geology","PhD (F15)","Other"," Other","29 Apr 2015","","","","","","A","29 Apr 2015","Hi! Congrants on being accepted by UVic. I have a question for you. I am a Canadian and just graduated BS in the U.S. Did you need to take the GRE for the application?"
"University Of Houston","Geology","Masters (F15)","Rejected"," E-mail","27 Apr 2015","  3.22","152","156","0.00","","A","29 Apr 2015","3.6 gpa in last 2 years of undergraduate and 1 co-authored publication"
"Rutgers University","Geology","PhD (F15)","Accepted"," E-mail","23 Apr 2015","  3.80","159","155","4.00","","A","23 Apr 2015",""
"Penn State","Geology","Masters (F15)","Rejected"," E-mail","20 Apr 2015","  3.55","159","158","4.00","","A","20 Apr 2015",""
"University Of Texas At Austin","Geology","PhD (F15)","Rejected"," E-mail","5 Apr 2015","  3.50","149","151","0.00","","","17 Apr 2015",""
"University Of Kansas","Geology","Masters (F15)","Accepted"," E-mail","13 Apr 2015","  3.43","151","153","3.50","","A","15 Apr 2015","Accepted with TA position...pretty excited!"
"Utah","Geology","PhD (F15)","Rejected"," E-mail","15 Apr 2015","  3.80","159","155","4.00","","A","15 Apr 2015","email to check website"
"LSU","Geology","PhD (F15)","Accepted"," E-mail","10 Apr 2015","","","","","","A","15 Apr 2015","Salary + tuition."
"UT Dallas","Geology","Masters (F15)","Accepted"," Website","13 Apr 2015","","","","","","A","13 Apr 2015","Hey guys, I just made a facebook group called  ""UT Dallas M.S Geology - Class of 2017"". Lets get to know each other."
"NDSEG","Geology","PhD (F15)","Accepted"," E-mail","13 Apr 2015","","","","","","A","13 Apr 2015","Just got informed I have won a fellowship! Called to confirm it's real, and it is! So excited!!"
"University Of Idaho","Geology","PhD (F15)","Rejected"," Postal Service","25 Mar 2015","","","","","","U","10 Apr 2015",""
"University Of Texas At Austin","Geology","PhD (F15)","Rejected"," E-mail","1 Apr 2015","  3.80","150","150","0.00","","","10 Apr 2015",""
"California State Chico","Geology","Masters (F15)","Accepted"," E-mail","8 Apr 2015","  3.24","150","155","5.00","","A","8 Apr 2015",""
"Virginia Tech","Geology","Masters (F15)","Rejected"," E-mail","7 Apr 2015","  3.83","145","145","4.00","","A","8 Apr 2015","Committee chair and POI stated I was competitive but the paleo people weren't taking new students this year. Had no decision on my application for a while and thought I had a shot. Oh well"
"Virginia Tech","Geology","Masters (F15)","Rejected"," E-mail","7 Apr 2015","  3.10","161","159","5.00","","A","7 Apr 2015","Handily rejected. Told I wasn't even competitive enough to make it past committee. Funny, considering I got offers from two other schools and made it to the final round of consideration at my reach school."
"Virginia Tech","Geology","PhD (F15)","Rejected"," E-mail","7 Apr 2015","  3.00","800","610","0.00","","U","7 Apr 2015",""
"Purdue","Geology","Masters (F15)","Rejected"," E-mail","3 Apr 2015","","","","","","","6 Apr 2015","Was notified by POI that I had a strong application but too little spots and no funding available."
"UT Dallas","Geology","Masters (F15)","Accepted"," E-mail","3 Apr 2015","  3.30","156","168","3.00","","I","6 Apr 2015",""
"Texas A&m University","Geology","PhD (S15)","Accepted"," Website","3 Apr 2015","  4.00","153","151","0.00","","","3 Apr 2015",""
"Colorado School Of Mines","Geology","PhD (F15)","Rejected"," E-mail","2 Apr 2015","  4.00","155","155","0.00","","","2 Apr 2015",""
"Colorado School Of Mines","Geology","PhD (F15)","Accepted"," E-mail","2 Apr 2015","  4.00","155","158","0.00","","","2 Apr 2015",""
"University Of Texas At Austin","Geology","PhD (F15)","Accepted"," E-mail","19 Mar 2015","  4.00","155","155","0.00","","","2 Apr 2015",""
"Penn State","Geology","PhD (F15)","Rejected"," E-mail","2 Apr 2015","","","","","","U","2 Apr 2015",""
"University Of Texas Austin","Geology","Masters (F15)","Rejected"," E-mail","30 Mar 2015","  3.83","145","145","4.00","","A","2 Apr 2015","Recommended by POI for admissions but I guess the committee said no. Expected though due to my god awful GRE scores. Oh well got an acceptance and funding somewhere else"
"University Of Nevada, Reno","Geology","Masters (F15)","Accepted"," Website","1 Apr 2015","","","","","","A","2 Apr 2015",""
"University Of Arizona","Geology","Masters (F15)","Rejected"," E-mail","30 Mar 2015","","","","","","A","2 Apr 2015",""
"Colorado School Of Mines","Geology","PhD (F15)","Rejected"," Website","1 Apr 2015","  4.00","158","158","0.00","","","1 Apr 2015",""
"Rice University","Geology","PhD (F15)","Accepted"," E-mail","31 Mar 2015"," ","610","800","3.00","","U","1 Apr 2015",""
"The University Of Oklahoma","Geology","Masters (F15)","Accepted"," E-mail","31 Mar 2015","","","","","","A","31 Mar 2015",""
"University Of Texas At Austin","Geology","PhD (F15)","Rejected"," Website","30 Mar 2015","  4.00","159","158","0.00","","","30 Mar 2015",""
"UT Austin","Geology","Masters (F15)","Rejected"," E-mail","30 Mar 2015","  3.55","159","158","4.00","","A","30 Mar 2015",""
"University Of Texas At Austin","Geology/Geophysics","Masters (F15)","Rejected"," E-mail","30 Mar 2015","","","","","","A","30 Mar 2015","E-mailed rejection but admissions portal isn't updated. Stated all admission decisions have been made."
"UT Austin","Geology","Masters (F15)","Rejected"," E-mail","30 Mar 2015","","","","","","A","30 Mar 2015",""
"UT Austin","Geology","PhD (F15)","Rejected"," E-mail","30 Mar 2015","","","","","","A","30 Mar 2015",""
"Stanford University","Geology","PhD (F15)","Rejected"," E-mail","29 Mar 2015","  4.00","165","155","0.00","","","30 Mar 2015",""
"Colorado School Of Mines","Geology","PhD (F15)","Rejected"," Website","30 Mar 2015","  3.97","165","158","0.00","","","30 Mar 2015",""
"University Of Maryland","Geology","PhD (F15)","Rejected"," E-mail","28 Mar 2015","","","","","","A","28 Mar 2015","Email to check website"
"Colorado School Of The Mines","Geology","Masters (F15)","Accepted"," E-mail","21 Mar 2015","","","","","","A","28 Mar 2015","waiting on potential funding source"
"Arizona State (ASU)","Geology","PhD (F15)","Wait listed"," E-mail","25 Mar 2015","  3.70","159","150","4.00","","A","27 Mar 2015","I inquired about my application via email. Response: We have already made offers of admission and are waiting to hear back from students before making decisions on the rest. Essentially, everyone else is on hold at this point. Hopefully we will start to give final answers within the next couple weeks, although sometimes we are still working through offers at the end of April."
"Oregon State","Geology","PhD (F15)","Wait listed"," E-mail","25 Mar 2015","  3.70","159","150","4.00","","A","27 Mar 2015","Emailed to inquire about status since I hadn't heard anything from them. Response: The decisions are still coming out but the 1st round is done a 2nd round is uncertain. You have until April 15th to respond to any funded offers, but if you have other offers in hand, you might want to proceed."
"UCSB","Geology","PhD (F15)","Rejected"," Website","10 Mar 2015"," ","157","159","3.50","","A","25 Mar 2015",""
"Caltech","Geology","PhD (F15)","Rejected"," E-mail","19 Feb 2015"," ","157","159","3.50","","A","25 Mar 2015",""
"Iowa State University","Geology","Masters (F15)","Accepted"," E-mail","11 Mar 2015","","","","","","A","25 Mar 2015","with a TA"
"Colorado School Of Mines","Geology","PhD (F15)","Rejected"," E-mail","24 Mar 2015"," ","160","160","0.00","","","25 Mar 2015",""
"Stanford University","Geology","PhD (F15)","Rejected"," Phone","25 Mar 2015","","","","","","","25 Mar 2015",""
"Colorado School Of Mines","Geology","PhD (F15)","Accepted"," E-mail","25 Mar 2015","  4.00","165","155","4.50","","","25 Mar 2015","Get the acceptance"
"Central Washington University","Geology","Masters (F15)","Wait listed"," Website","20 Mar 2015","  3.71","151","164","4.00","","A","25 Mar 2015",""
"Western Washington University","Geology","Masters (F15)","Rejected"," E-mail","10 Mar 2015","  3.71","151","164","4.00","","A","25 Mar 2015",""
"University Of Washington","Geology","PhD (F15)","Rejected"," E-mail","24 Mar 2015","  3.62","153","169","3.00","","I","25 Mar 2015",""
"Penn State","Geology","Masters (F15)","Rejected"," E-mail","24 Mar 2015","  3.40","155","158","4.00","","A","24 Mar 2015",""
"Penn State University","Geology/Geophysics","Masters (F15)","Rejected"," E-mail","24 Mar 2015","","","","","","A","24 Mar 2015",""
"Penn State","Geology","Masters (S15)","Rejected"," E-mail","24 Mar 2015","  3.30","156","158","4.00","","A","24 Mar 2015","drat :("
"University Of California Davis","Geology","PhD (F15)","Rejected"," Website","22 Mar 2015","","","","","","A","23 Mar 2015",""
"New Mexico Institute Of Mining And Technology","Geology","PhD (F15)","Rejected"," Postal Service","21 Mar 2015","","","","","","A","23 Mar 2015",""
"UC Davis","Geology","PhD (F15)","Rejected"," E-mail","22 Mar 2015","  4.00","149","154","4.00","","","23 Mar 2015",""
"UC Davis","Geology","Masters (F15)","Rejected"," E-mail","22 Mar 2015","  3.01","164","156","3.50","","A","22 Mar 2015","Geology and Physics double major"
"University Of California, Davis","Geology","PhD (F15)","Rejected"," E-mail","22 Mar 2015","  3.62","153","169","3.00","","I","22 Mar 2015",""
"University Of Houston","Geology","PhD (F15)","Accepted"," E-mail","20 Mar 2015","  3.62","153","169","3.00","","I","21 Mar 2015","I have found a decision letter in the application system telling me that my application was accpeted on Mar 19. An email told me to check my application status on Mar 20. no information about funding."
"CU-Boulder","Geology","PhD (F15)","Rejected"," E-mail","19 Mar 2015","  3.30","157","165","4.00","","A","20 Mar 2015",""
"Central Washington University","Geology","Masters (F15)","Wait listed"," E-mail","20 Mar 2015","","","","","","A","20 Mar 2015",""
"Kent State University","Geology","Masters (F15)","Accepted"," Postal Service","20 Mar 2015","","","","","","A","20 Mar 2015",""
"South Dakota School Of Mines And Technology","Geology","Masters (F15)","Rejected"," E-mail","19 Mar 2015","  3.37","151","159","4.00","","A","19 Mar 2015",""
"Yale University","Geology And Geophysics","PhD (F15)","Rejected"," E-mail","16 Mar 2015","  3.65","165","169","4.50","","U","18 Mar 2015",""
"Indiana Bloomington","Geology","Masters (F15)","Rejected"," E-mail","18 Mar 2015","","","","","","A","18 Mar 2015",""
"Yale University","Geology And Geophysics","PhD (F15)","Rejected"," Website","17 Mar 2015","","","","","","I","18 Mar 2015",""
"University Of New Hampshire","Geology","Masters (F15)","Accepted"," E-mail","5 Mar 2015","","","","","","A","17 Mar 2015",""
"University Of Texas","Geology","Masters (F15)","Rejected"," Website","16 Mar 2015","  3.05","150","154","3.50","","A","16 Mar 2015","Everyone Check your application status"
"Yale","Geology And Geophysics","PhD (F15)","Rejected"," E-mail","16 Mar 2015","","","","","","A","16 Mar 2015","Email to check website"
"Northern Arizona University","Geology","Masters (F15)","Wait listed"," E-mail","16 Mar 2015","  3.10","153","155","4.50","","A","16 Mar 2015","Wait listed - others on the list before me - hoping people decline."
"CU Boulder","Geology","PhD (F15)","Accepted"," E-mail","14 Mar 2015","","","","","","A","16 Mar 2015",""
"Penn State","Geology","Masters (F15)","Rejected"," E-mail","16 Mar 2015","","","","","","","16 Mar 2015",""
"Colorado School Of Mines","Geology","PhD (F15)","Accepted"," E-mail","15 Mar 2015"," ","165","158","0.00","","","15 Mar 2015",""
